line         score     log(score)
 avg  4.922996e-11     -23.734519
 tot  0.000000e+00 -688301.042368

  line         score  log(score)
  4076  4.746949e-05   -9.955423
  4077  1.012336e-04   -9.198080
  4078  1.174457e-13  -29.772801
  4079  2.629872e-04   -8.243405
  4080  1.103330e-09  -20.624933
  4081  1.691368e-05  -10.987388
  4082  4.276172e-04   -7.757282
  4083  6.428105e-05   -9.652246
  4084  4.666725e-07  -14.577638
  4085  8.985166e-08  -16.225106
  4086  3.662395e-07  -14.819978
  4087  3.217591e-09  -19.554633
  4088  1.281560e-04   -8.962262
  4089  1.016783e-03   -6.891112
  4090  1.235881e-04   -8.998556
  4091  6.131932e-07  -14.304586
  4092  2.097311e-05  -10.772269
  4093  4.417612e-11  -23.842837
  4094  2.101454e-05  -10.770296
  4095  7.075078e-02   -2.648592
  4096  2.060690e-15  -33.815735
  4097  1.940167e-03   -6.244981
  4098  5.970474e-07  -14.331269
  4099  5.265243e-06  -12.154383
  4100  6.261033e-06  -11.981165
  4101  2.018933e-04   -8.507771
  4102  2.546257e-04   -8.275716
  4103  5.705676e-10  -21.284390
  4104  1.765936e-14  -31.667510
  4105  3.030600e-03   -5.798995
  4106  1.259627e-10  -22.795035
  4107  1.332582e-07  -15.830978
  4108  7.562741e-08  -16.397447
  4109  9.824896e-06  -11.530591
  4110  7.584089e-05   -9.486873
  4111  2.465305e-04   -8.308025
  4112  1.528739e-12  -27.206578
  4113  2.742679e-02   -3.596235
  4114  1.328173e-07  -15.834291
  4115  1.120243e-04   -9.096794
  4116  9.159031e-06  -11.600770
  4117  2.592406e-05  -10.560339
  4118  3.105591e-05  -10.379722
  4119  2.671276e-07  -15.135539
  4120  4.669307e-02   -3.064160
  4121  5.296405e-05   -9.845897
  4122  1.782564e-03   -6.329703
  4123  1.431713e-07  -15.759224
  4124  4.193532e-30  -67.644009
  4125  1.003138e-12  -27.627888
  4126  1.080040e-08  -18.343682
  4127  1.126972e-01   -2.183050
  4128  1.215808e-08  -18.225272
  4129  1.173040e-04   -9.050742
  4130  6.479093e-10  -21.157270
  4131  9.669473e-04   -6.941367
  4132  1.613249e-12  -27.152771
  4133  7.091607e-07  -14.159184
  4134  2.095499e-07  -15.378304
  4135  1.220200e-03   -6.708740
  4136  4.762291e-03   -5.347026
  4137  9.759051e-04   -6.932145
  4138  3.272530e-04   -8.024777
  4139  1.756720e-06  -13.252062
  4140  1.543839e-09  -20.288994
  4141  6.402259e-03   -5.051104
  4142  7.291945e-10  -21.039081
  4143  5.601616e-04   -7.487285
  4144  9.110644e-12  -25.421578
  4145  2.833608e-05  -10.471375
  4146  1.242614e-04   -8.993123
  4147  4.021635e-07  -14.726407
  4148  5.618047e-05   -9.786941
  4149  4.198482e-03   -5.473032
  4150  9.377224e-07  -13.879812
  4151  4.671721e-06  -12.273983
  4152  1.167995e-11  -25.173147
  4153  3.340966e-11  -24.122176
  4154  8.791779e-07  -13.944279
  4155  4.158292e-05  -10.087821
  4156  1.182907e-07  -15.950121
  4157  1.685946e-05  -10.990599
  4158  5.862796e-07  -14.349469
  4159  9.347914e-05   -9.277772
  4160  1.578447e-13  -29.477165
  4161  4.420717e-04   -7.724039
  4162  1.304436e-08  -18.154910
  4163  1.114870e-12  -27.522284
  4164  9.409785e-12  -25.389271
  4165  9.196410e-06  -11.596697
  4166  1.355605e-07  -15.813848
  4167  1.866712e-04   -8.586162
  4168  2.246999e-08  -17.611085
  4169  1.036223e-04   -9.174758
  4170  3.949008e-09  -19.349802
  4171  7.247687e-09  -18.742583
  4172  4.737444e-08  -16.865183
  4173  3.075880e-03   -5.784164
  4174  8.573583e-12  -25.482335
  4175  1.278123e-04   -8.964948
  4176  5.416520e-10  -21.336397
  4177  7.373138e-02   -2.607327
  4178  7.418176e-03   -4.903822
  4179  2.139108e-01   -1.542196
  4180  1.460911e-05  -11.133865
  4181  3.893391e-03   -5.548475
  4182  7.295142e-07  -14.130887
  4183  8.826388e-05   -9.335180
  4184  1.244297e-12  -27.412450
  4185  1.194742e-06  -13.637580
  4186  5.550092e-16  -35.127547
  4187  3.164943e-04   -8.058205
  4188  1.920666e-02   -3.952498
  4189  1.337808e-11  -25.037403
  4190  8.352464e-15  -32.416220
  4191  3.206876e-06  -12.650213
  4192  1.957909e-04   -8.538464
  4193  3.267459e-07  -14.934083
  4194  4.859108e-18  -39.865677
  4195  3.616268e-03   -5.622313
  4196  3.100894e-08  -17.288990
  4197  1.711140e-03   -6.370596
  4198  1.323681e-16  -36.560945
  4199  7.226689e-04   -7.232559
  4200  5.079099e-07  -14.492962
  4201  3.906243e-07  -14.755520
  4202  7.719059e-06  -11.771818
  4203  1.259560e-01   -2.071822
  4204  2.431291e-09  -19.834843
  4205  1.569370e-04   -8.759666
  4206  2.821580e-04   -8.173043
  4207  2.161943e-06  -13.044503
  4208  5.944288e-07  -14.335665
  4209  1.238737e-03   -6.693663
  4210  6.809266e-09  -18.804981
  4211  3.320932e-08  -17.220435
  4212  1.839869e-02   -3.995476
  4213  1.777617e-04   -8.635067
  4214  6.571816e-03   -5.024965
  4215  2.150488e-03   -6.142061
  4216  3.946143e-07  -14.745357
  4217  1.046421e-06  -13.770135
  4218  3.271047e-04   -8.025230
  4219  1.129550e-01   -2.180766
  4220  6.885319e-08  -16.491289
  4221  8.488006e-04   -7.071686
  4222  6.605447e-03   -5.019861
  4223  1.237156e-01   -2.089770
  4224  1.466469e-07  -15.735238
  4225  1.868724e-07  -15.492840
  4226  8.945752e-06  -11.624332
  4227  1.452116e-06  -13.442489
  4228  1.207644e-01   -2.113914
  4229  1.354962e-01   -1.998812
  4230  6.703926e-04   -7.307647
  4231  2.535286e-03   -5.977449
  4232  1.845970e-08  -17.807676
  4233  8.851957e-05   -9.332287
  4234  4.092822e-03   -5.498521
  4235  2.554804e-08  -17.482705
  4236  3.119262e-04   -8.072744
  4237  1.331887e-05  -11.226329
  4238  1.412529e-08  -18.075299
  4239  7.046737e-10  -21.073286
  4240  3.557351e-07  -14.849079
  4241  2.175966e-02   -3.827697
  4242  1.909025e-06  -13.168918
  4243  3.215834e-02   -3.437083
  4244  4.778891e-07  -14.553887
  4245  1.287373e-06  -13.562907
  4246  6.645201e-05   -9.619031
  4247  2.431052e-04   -8.322016
  4248  1.018961e-09  -20.704482
  4249  1.832647e-06  -13.209749
  4250  4.792240e-07  -14.551098
  4251  5.518629e-13  -28.225477
  4252  3.082079e-15  -33.413172
  4253  2.094638e-08  -17.681300
  4254  4.055519e-07  -14.718017
  4255  5.705960e-11  -23.586925
  4256  1.658862e-05  -11.006793
  4257  2.991805e-05  -10.417049
  4258  1.853138e-05  -10.896045
  4259  1.229613e-07  -15.911396
  4260  1.853780e-02   -3.987944
  4261  1.249442e-03   -6.685058
  4262  2.923701e-03   -5.834905
  4263  5.645426e-06  -12.084665
  4264  2.477821e-10  -22.118472
  4265  3.324979e-01   -1.101122
  4266  1.673590e-26  -59.352242
  4267  1.908154e-02   -3.959034
  4268  3.654361e-06  -12.519589
  4269  3.645723e-07  -14.824541
  4270  9.106745e-11  -23.119421
  4271  1.109607e-04   -9.106335
  4272  4.183550e-04   -7.779180
  4273  8.191937e-04   -7.107190
  4274  4.145425e-07  -14.696090
  4275  5.559047e-04   -7.494914
  4276  2.469852e-13  -29.029448
  4277  1.120210e-02   -4.491654
  4278  5.423812e-11  -23.637637
  4279  1.347397e-03   -6.609581
  4280  2.874815e-02   -3.549182
  4281  3.440966e-05  -10.277173
  4282  2.515742e-02   -3.682602
  4283  1.736919e-03   -6.355642
  4284  9.511682e-09  -18.470745
  4285  1.645400e-09  -20.225283
  4286  9.072337e-03   -4.702525
  4287  1.233913e-01   -2.092395
  4288  5.332333e-06  -12.141722
  4289  5.870983e-09  -18.953244
  4290  4.816913e-03   -5.335622
  4291  3.087686e-03   -5.780333
  4292  6.597285e-10  -21.139193
  4293  2.142320e-04   -8.448451
  4294  6.069745e-10  -21.222534
  4295  1.284162e-02   -4.355063
  4296  6.752595e-04   -7.300413
  4297  1.470908e-03   -6.521876
  4298  3.431611e-10  -21.792821
  4299  1.710921e-03   -6.370723
  4300  1.009226e-09  -20.714082
  4301  2.977536e-11  -24.237340
  4302  1.923096e-03   -6.253819
  4303  7.471701e-05   -9.501803
  4304  4.629301e-07  -14.585690
  4305  6.191832e-07  -14.294865
  4306  2.857504e-04   -8.160392
  4307  3.094362e-01   -1.173003
  4308  6.986936e-06  -11.871468
  4309  7.806591e-05   -9.457957
  4310  1.342733e-12  -27.336314
  4311  2.304790e-05  -10.677936
  4312  2.715167e-06  -12.816657
  4313  9.321619e-02   -2.372834
  4314  2.253372e-06  -13.003083
  4315  2.420508e-05  -10.628948
  4316  9.548393e-04   -6.953967
  4317  3.372466e-04   -7.994696
  4318  1.365999e-04   -8.898454
  4319  7.133599e-04   -7.245525
  4320  1.071849e-05  -11.443540
  4321  7.737549e-02   -2.559085
  4322  3.504660e-08  -17.166587
  4323  6.197038e-03   -5.083684
  4324  8.809613e-04   -7.034497
  4325  7.197022e-04   -7.236673
  4326  5.787622e-08  -16.664959
  4327  1.155835e-07  -15.973273
  4328  3.429709e-05  -10.280450
  4329  1.192446e-02   -4.429164
  4330  8.405106e-10  -20.897012
  4331  7.620782e-07  -14.087217
  4332  1.988260e-04   -8.523080
  4333  2.226831e-06  -13.014931
  4334  8.074476e-04   -7.121632
  4335  2.764241e-05  -10.496159
  4336  1.100778e-06  -13.719493
  4337  8.937047e-12  -25.440816
  4338  5.183623e-07  -14.472591
  4339  2.166780e-02   -3.831928
  4340  2.643256e-03   -5.935744
  4341  5.176764e-08  -16.776501
  4342  1.221428e-08  -18.220660
  4343  1.141159e-03   -6.775711
  4344  8.228545e-05   -9.405316
  4345  2.569059e-12  -26.687481
  4346  3.437919e-10  -21.790985
  4347  1.904226e-03   -6.263680
  4348  2.479557e-05  -10.604846
  4349  8.427227e-04   -7.078873
  4350  3.562291e-09  -19.452862
  4351  1.129361e-05  -11.391273
  4352  5.755338e-03   -5.157627
  4353  2.716842e-09  -19.723796
  4354  1.377987e-07  -15.797472
  4355  3.204528e-04   -8.045776
  4356  5.850729e-03   -5.141189
  4357  4.715983e-05   -9.961968
  4358  3.202181e-06  -12.651678
  4359  4.313501e-04   -7.748590
  4360  2.783717e-17  -38.120160
  4361  5.084767e-04   -7.584091
  4362  2.603075e-06  -12.858817
  4363  8.060987e-07  -14.031060
  4364  1.366574e-08  -18.108374
  4365  2.684129e-08  -17.433325
  4366  2.545815e-04   -8.275889
  4367  2.559240e-02   -3.665460
  4368  1.975519e-04   -8.529509
  4369  7.275461e-03   -4.923248
  4370  1.926580e-09  -20.067520
  4371  5.103184e-06  -12.185646
  4372  1.886045e-09  -20.088784
  4373  1.152881e-06  -13.673247
  4374  1.483014e-07  -15.724019
  4375  2.428758e-03   -6.020375
  4376  1.373499e-06  -13.498149
  4377  1.088336e-04   -9.125691
  4378  2.847536e-05  -10.466471
  4379  1.890411e-03   -6.270961
  4380  2.458559e-17  -38.244371
  4381  1.304376e-05  -11.247201
  4382  1.564109e-04   -8.763024
  4383  2.972641e-05  -10.423475
  4384  5.370609e-07  -14.437154
  4385  3.634382e-02   -3.314731
  4386  2.127460e-09  -19.968337
  4387  1.415034e-03   -6.560602
  4388  4.016456e-17  -37.753547
  4389  1.087144e-01   -2.219031
  4390  3.067528e-08  -17.299809
  4391  9.785180e-03   -4.626886
  4392  4.015713e-06  -12.425296
  4393  3.495979e-04   -7.958727
  4394  8.287745e-05   -9.398148
  4395  5.792796e-08  -16.664066
  4396  1.504893e-06  -13.406789
  4397  2.143738e-02   -3.842619
  4398  8.408458e-04   -7.081102
  4399  1.407818e-07  -15.776055
  4400  4.505265e-13  -28.428359
  4401  2.223498e-05  -10.713844
  4402  5.738267e-05   -9.765768
  4403  8.607339e-04   -7.057725
  4404  3.093910e-06  -12.686075
  4405  2.590480e-03   -5.955912
  4406  1.811308e-04   -8.616291
  4407  8.469866e-03   -4.771241
  4408  2.663425e-04   -8.230727
  4409  1.575567e-04   -8.755725
  4410  6.561372e-06  -11.934311
  4411  5.347984e-03   -5.231036
  4412  1.318878e-02   -4.328388
  4413  1.032901e-04   -9.177969
  4414  2.085095e-15  -33.803962
  4415  2.728919e-04   -8.206435
  4416  1.082019e-03   -6.828927
  4417  4.338131e-01   -0.835142
  4418  5.351062e-04   -7.533045
  4419  3.333541e-06  -12.611476
  4420  7.880719e-08  -16.356262
  4421  4.243876e-04   -7.764863
  4422  2.238309e-07  -15.312375
  4423  3.424140e-04   -7.979490
  4424  1.749121e-06  -13.256397
  4425  2.708972e-03   -5.911186
  4426  1.699208e-03   -6.377593
  4427  4.824561e-04   -7.636621
  4428  6.447239e-04   -7.346688
  4429  2.832023e-07  -15.077104
  4430  1.089326e-07  -16.032536
  4431  3.605062e-04   -7.928002
  4432  4.134725e-09  -19.303845
  4433  5.958677e-06  -12.030662
  4434  9.504354e-10  -20.774101
  4435  2.898209e-04   -8.146247
  4436  4.039849e-02   -3.208963
  4437  6.619216e-04   -7.320363
  4438  1.874308e-04   -8.582101
  4439  1.695771e-03   -6.379618
  4440  1.371374e-09  -20.407453
  4441  9.246265e-07  -13.893876
  4442  4.138562e-04   -7.789992
  4443  1.026052e-03   -6.882037
  4444  1.666888e-04   -8.699382
  4445  1.106113e-01   -2.201733
  4446  6.868004e-08  -16.493807
  4447  1.790446e-12  -27.048557
  4448  2.013578e-11  -24.628523
  4449  2.572125e-11  -24.383704
  4450  2.985966e-02   -3.511247
  4451  4.659364e-02   -3.066291
  4452  1.982466e-08  -17.736339
  4453  1.182339e-03   -6.740261
  4454  2.616276e-03   -5.946003
  4455  2.241916e-03   -6.100425
  4456  4.042005e-04   -7.813600
  4457  1.677610e-08  -17.903311
  4458  3.594817e-09  -19.443773
  4459  3.341044e-02   -3.398887
  4460  3.405697e-03   -5.682306
  4461  3.693488e-03   -5.601184
  4462  5.860053e-18  -39.678373
  4463  1.858497e-07  -15.498328
  4464  1.396706e-16  -36.507245
  4465  3.932889e-03   -5.538381
  4466  1.716509e-03   -6.367463
  4467  1.904106e-06  -13.171498
  4468  1.659993e-05  -11.006112
  4469  2.900572e-06  -12.750603
  4470  6.682099e-04   -7.310908
  4471  2.803807e-02   -3.574192
  4472  1.271226e-08  -18.180699
  4473  1.300908e-01   -2.039522
  4474  2.619298e-08  -17.457774
  4475  3.066600e-01   -1.182016
  4476  4.876211e-19  -42.164748
  4477  2.869561e-05  -10.458766
  4478  1.568798e-04   -8.760031
  4479  1.015728e-03   -6.892150
  4480  7.526476e-06  -11.797084
  4481  1.616759e-04   -8.729917
  4482  5.271899e-10  -21.363460
  4483  1.925644e-02   -3.949910
  4484  6.227978e-07  -14.289044
  4485  2.973756e-09  -19.633440
  4486  2.317107e-06  -12.975191
  4487  1.087290e-08  -18.336992
  4488  2.129874e-02   -3.849107
  4489  1.374714e-06  -13.497265
  4490  3.458130e-04   -7.969612
  4491  1.712367e-03   -6.369879
  4492  3.707684e-10  -21.715443
  4493  4.783342e-11  -23.763297
  4494  4.810736e-04   -7.639490
  4495  9.664323e-05   -9.244484
  4496  2.135005e-12  -26.872552
  4497  4.738595e-08  -16.864940
  4498  4.870645e-02   -3.021944
  4499  4.386144e-05  -10.034475
  4500  1.528436e-04   -8.786096
  4501  2.967895e-03   -5.819902
  4502  5.415510e-13  -28.244339
  4503  1.243107e-08  -18.203067
  4504  2.961778e-03   -5.821965
  4505  4.619565e-08  -16.890380
  4506  3.845188e-03   -5.560933
  4507  1.153356e-05  -11.370250
  4508  3.181548e-05  -10.355558
  4509  3.831474e-05  -10.169676
  4510  4.072685e-08  -17.016378
  4511  3.248020e-01   -1.124540
  4512  5.964714e-07  -14.332234
  4513  1.377718e-05  -11.192497
  4514  1.236908e-03   -6.695141
  4515  4.254230e-02   -3.157256
  4516  6.251596e-14  -30.403354
  4517  4.726416e-01   -0.749418
  4518  9.206154e-05   -9.293053
  4519  4.605812e-02   -3.077851
  4520  3.816095e-12  -26.291794
  4521  1.173798e-09  -20.563022
  4522  3.134224e-11  -24.186054
  4523  1.649488e-01   -1.802120
  4524  2.521602e-03   -5.982861
  4525  9.527852e-08  -16.166461
  4526  2.542897e-04   -8.277036
  4527  4.922976e-10  -21.431938
  4528  7.684190e-11  -23.289271
  4529  1.220128e-03   -6.708800
  4530  8.468723e-03   -4.771375
  4531  5.141864e-04   -7.572925
  4532  4.008566e-11  -23.940002
  4533  3.117281e-05  -10.375964
  4534  6.027753e-09  -18.926892
  4535  2.624892e-10  -22.060811
  4536  4.420822e-05  -10.026600
  4537  4.657818e-03   -5.369208
  4538  3.602573e-03   -5.626107
  4539  6.156192e-10  -21.208393
  4540  1.726005e-11  -24.782626
  4541  1.290036e-04   -8.955670
  4542  5.593514e-06  -12.093903
  4543  1.078202e-07  -16.042800
  4544  1.370365e-06  -13.500434
  4545  6.015285e-06  -12.021207
  4546  8.131973e-06  -11.719707
  4547  4.046535e-07  -14.720235
  4548  9.040979e-11  -23.126669
  4549  2.332348e-11  -24.481561
  4550  2.348193e-07  -15.264449
  4551  9.162833e-07  -13.902940
  4552  9.407985e-04   -6.968782
  4553  5.217398e-13  -28.281607
  4554  1.326860e-05  -11.230110
  4555  1.326782e-02   -4.322413
  4556  1.344781e-03   -6.611524
  4557  1.241855e-04   -8.993734
  4558  5.975918e-03   -5.120018
  4559  8.979103e-05   -9.318026
  4560  1.408611e-06  -13.472907
  4561  1.859047e-06  -13.195446
  4562  1.430159e-02   -4.247384
  4563  2.628488e-04   -8.243931
  4564  3.134967e-12  -26.488403
  4565  1.349748e-06  -13.515593
  4566  1.762471e-08  -17.853964
  4567  1.384788e-02   -4.279623
  4568  7.062884e-08  -16.465827
  4569  4.681743e-03   -5.364085
  4570  3.229926e-08  -17.248222
  4571  1.681912e-02   -4.085239
  4572  6.283373e-04   -7.372433
  4573  6.347223e-05   -9.664908
  4574  8.722006e-02   -2.439321
  4575  1.481837e-02   -4.211888
  4576  1.126800e-13  -29.814224
  4577  5.581339e-04   -7.490912
  4578  1.547917e-07  -15.681185
  4579  7.166182e-06  -11.846138
  4580  3.922165e-09  -19.356622
  4581  5.611947e-06  -12.090613
  4582  3.654515e-05  -10.216962
  4583  1.365277e-03   -6.596398
  4584  2.102522e-06  -13.072373
  4585  3.837780e-04   -7.865446
  4586  2.465471e-09  -19.820883
  4587  5.388116e-04   -7.526145
  4588  5.058706e-02   -2.984059
  4589  7.826282e-10  -20.968363
  4590  8.913145e-03   -4.720228
  4591  3.511561e-02   -3.349110
  4592  4.310260e-09  -19.262268
  4593  9.215569e-04   -6.989446
  4594  1.135937e-05  -11.385467
  4595  3.501682e-10  -21.772608
  4596  3.193241e-08  -17.259644
  4597  1.882354e-12  -26.998498
  4598  3.751974e-06  -12.493228
  4599  6.542412e-06  -11.937205
  4600  6.833255e-06  -11.893709
  4601  5.051095e-04   -7.590735
  4602  1.760215e-05  -10.947490
  4603  2.473339e-03   -6.002186
  4604  1.387165e-09  -20.396004
  4605  5.256302e-04   -7.550913
  4606  9.018348e-10  -20.826590
  4607  6.175345e-03   -5.087191
  4608  1.183387e-07  -15.949715
  4609  4.221899e-03   -5.467470
  4610  2.294168e-06  -12.985140
  4611  9.281601e-10  -20.797817
  4612  3.399988e-06  -12.591739
  4613  2.591981e-04   -8.257918
  4614  1.983885e-07  -15.433039
  4615  6.259836e-02   -2.771016
  4616  5.238283e-05   -9.856932
  4617  4.616389e-07  -14.588483
  4618  4.277818e-03   -5.454312
  4619  2.658851e-13  -28.955712
  4620  1.891172e-04   -8.573143
  4621  1.388173e-09  -20.395277
  4622  5.025875e-07  -14.503496
  4623  1.302642e-05  -11.248531
  4624  1.775181e-03   -6.333853
  4625  1.404404e-02   -4.265557
  4626  5.801707e-02   -2.847018
  4627  1.091415e-06  -13.728036
  4628  1.796587e-11  -24.742548
  4629  3.917286e-02   -3.239771
  4630  3.359551e-06  -12.603703
  4631  8.580524e-06  -11.666016
  4632  3.518744e-05  -10.254821
  4633  4.194290e-05  -10.079201
  4634  3.180411e-09  -19.566255
  4635  3.161899e-07  -14.966923
  4636  1.114419e-02   -4.496837
  4637  1.267630e-02   -4.368021
  4638  7.067077e-02   -2.649723
  4639  6.986510e-05   -9.568944
  4640  1.910035e-05  -10.865804
  4641  1.905718e-08  -17.775822
  4642  2.651373e-02   -3.630093
  4643  3.202373e-06  -12.651618
  4644  1.455146e-08  -18.045574
  4645  8.772629e-03   -4.736119
  4646  9.823075e-06  -11.530776
  4647  3.909628e-04   -7.846898
  4648  3.146885e-09  -19.576853
  4649  4.498015e-03   -5.404119
  4650  2.288612e-09  -19.895320
  4651  8.429541e-03   -4.776013
  4652  1.269429e-03   -6.669188
  4653  3.996044e-03   -5.522450
  4654  7.105530e-12  -25.670148
  4655  8.038714e-10  -20.941582
  4656  5.052697e-02   -2.985248
  4657  7.683350e-04   -7.171285
  4658  1.594609e-11  -24.861807
  4659  5.709784e-02   -2.862989
  4660  7.899726e-10  -20.959023
  4661  6.321053e-09  -18.879380
  4662  1.049236e-05  -11.464863
  4663  6.327768e-09  -18.878318
  4664  2.016822e-08  -17.719158
  4665  1.410593e-06  -13.471500
  4666  2.318531e-04   -8.369407
  4667  9.786268e-11  -23.047456
  4668  1.741961e-03   -6.352744
  4669  6.268354e-05   -9.677412
  4670  4.751468e-05   -9.954472
  4671  2.057422e-02   -3.883716
  4672  3.457521e-06  -12.574959
  4673  2.173759e-05  -10.736468
  4674  1.421840e-11  -24.976484
  4675  1.109925e-02   -4.500877
  4676  1.471898e-04   -8.823788
  4677  3.303219e-02   -3.410273
  4678  1.583760e-02   -4.145368
  4679  6.053604e-04   -7.409687
  4680  5.471748e-06  -12.115912
  4681  2.355547e-02   -3.748397
  4682  2.190638e-06  -13.031318
  4683  8.848768e-07  -13.937817
  4684  1.409730e-04   -8.866942
  4685  1.630834e-03   -6.418663
  4686  9.399085e-04   -6.969728
  4687  9.188114e-02   -2.387259
  4688  5.574974e-07  -14.399808
  4689  1.534609e-04   -8.782065
  4690  8.668525e-12  -25.471322
  4691  2.485829e-06  -12.904905
  4692  1.913164e-04   -8.561582
  4693  1.529515e-02   -4.180220
  4694  5.363845e-03   -5.228074
  4695  1.184422e-05  -11.343671
  4696  2.125910e-07  -15.363896
  4697  1.134096e-03   -6.781919
  4698  3.016090e-06  -12.711549
  4699  1.656815e-07  -15.613199
  4700  7.405848e-09  -18.720996
  4701  3.483648e-05  -10.264845
  4702  1.144390e-04   -9.075469
  4703  4.391699e-09  -19.243550
  4704  3.303443e-08  -17.225715
  4705  2.688682e-06  -12.826460
  4706  3.380548e-11  -24.110398
  4707  1.109620e-03   -6.803737
  4708  4.332880e-05  -10.046693
  4709  3.877887e-04   -7.855050
  4710  6.694385e-06  -11.914241
  4711  7.148448e-03   -4.940860
  4712  1.408037e-10  -22.683654
  4713  2.331256e-03   -6.061348
  4714  2.877683e-07  -15.061110
  4715  6.279565e-08  -16.583380
  4716  4.779878e-08  -16.856266
  4717  1.444879e-02   -4.237145
  4718  1.348924e-05  -11.213618
  4719  1.874684e-06  -13.187071
  4720  3.125545e-10  -21.886242
  4721  1.268781e-04   -8.972283
  4722  3.318631e-06  -12.615958
  4723  5.099578e-06  -12.186353
  4724  1.841760e-07  -15.507374
  4725  6.831668e-03   -4.986186
  4726  6.798003e-03   -4.991126
  4727  1.985979e-02   -3.919058
  4728  1.322019e-03   -6.628595
  4729  9.784670e-04   -6.929523
  4730  9.081751e-05   -9.306658
  4731  1.785465e-03   -6.328076
  4732  3.795891e-10  -21.691932
  4733  5.975407e-02   -2.817518
  4734  4.077802e-05  -10.107367
  4735  2.471537e-02   -3.700330
  4736  1.035419e-07  -16.083289
  4737  2.002635e-15  -33.844313
  4738  3.561095e-08  -17.150613
  4739  3.130872e-08  -17.279369
  4740  2.324779e-11  -24.484811
  4741  4.164508e-01   -0.875987
  4742  8.853665e-06  -11.634679
  4743  3.681811e-07  -14.814691
  4744  1.751120e-06  -13.255255
  4745  5.537859e-06  -12.103903
  4746  4.065929e-12  -26.228379
  4747  5.422422e-05   -9.822383
  4748  2.025843e-09  -20.017280
  4749  4.523053e-09  -19.214079
  4750  3.299315e-02   -3.411455
  4751  8.146174e-10  -20.928303
  4752  3.355719e-05  -10.302259
  4753  1.553941e-02   -4.164376
  4754  5.696010e-04   -7.470575
  4755  7.174508e-05   -9.542391
  4756  8.664077e-03   -4.748570
  4757  8.637799e-14  -30.080044
  4758  2.738365e-04   -8.202979
  4759  2.628002e-03   -5.941531
  4760  4.794853e-06  -12.247967
  4761  1.949083e-07  -15.450737
  4762  1.014978e-05  -11.498059
  4763  3.189842e-02   -3.445199
  4764  3.827474e-08  -17.078476
  4765  8.358952e-05   -9.389592
  4766  5.407003e-06  -12.127816
  4767  2.898649e-03   -5.843511
  4768  2.538816e-04   -8.278642
  4769  3.654372e-08  -17.124756
  4770  1.267537e-04   -8.973265
  4771  3.325629e-05  -10.311266
  4772  2.535458e-06  -12.885136
  4773  1.329177e-05  -11.228366
  4774  1.107532e-15  -34.436642
  4775  1.958509e-05  -10.840742
  4776  2.485502e-07  -15.207621
  4777  3.038410e-03   -5.796421
  4778  1.827901e-02   -4.002002
  4779  5.281324e-04   -7.546163
  4780  1.456227e-08  -18.044832
  4781  3.008675e-05  -10.411426
  4782  1.527549e-04   -8.786676
  4783  6.397540e-07  -14.262182
  4784  1.161042e-06  -13.666192
  4785  1.252674e-04   -8.985060
  4786  3.608921e-15  -33.255368
  4787  7.972341e-03   -4.831777
  4788  7.370639e-05   -9.515421
  4789  9.297630e-02   -2.375411
  4790  1.744556e-01   -1.746085
  4791  3.765306e-11  -24.002607
  4792  5.714786e-06  -12.072454
  4793  2.492805e-08  -17.507272
  4794  5.416197e-04   -7.520946
  4795  4.003405e-08  -17.033535
  4796  3.420397e-05  -10.283169
  4797  1.068080e-12  -27.565159
  4798  3.373382e-04   -7.994425
  4799  1.590725e-03   -6.443565
  4800  4.836385e-10  -21.449683
  4801  2.995216e-06  -12.718494
  4802  8.768929e-12  -25.459806
  4803  4.343446e-04   -7.741672
  4804  2.800749e-06  -12.785624
  4805  1.553200e-03   -6.467438
  4806  2.710447e-14  -31.239078
  4807  4.647218e-03   -5.371486
  4808  8.262697e-04   -7.098589
  4809  3.035459e-02   -3.494808
  4810  5.449607e-04   -7.514797
  4811  1.857343e-03   -6.288608
  4812  4.213841e-05  -10.074551
  4813  7.577142e-02   -2.580034
  4814  6.177513e-10  -21.204935
  4815  3.966153e-02   -3.227374
  4816  1.240865e-04   -8.994531
  4817  1.486163e-01   -1.906387
  4818  3.894027e-06  -12.456067
  4819  4.055036e-05  -10.112966
  4820  6.097760e-06  -12.007589
  4821  2.211121e-05  -10.719426
  4822  7.159871e-18  -39.478040
  4823  2.448675e-02   -3.709623
  4824  2.191212e-08  -17.636226
  4825  2.300784e-02   -3.771920
  4826  1.247607e-02   -4.383943
  4827  1.611800e-04   -8.732989
  4828  4.081251e-12  -26.224618
  4829  3.808999e-05  -10.175559
  4830  2.897100e-14  -31.172481
  4831  5.054230e-03   -5.287530
  4832  1.277254e-06  -13.570798
  4833  3.346352e-13  -28.725735
  4834  1.249568e-04   -8.987543
  4835  3.118928e-03   -5.770266
  4836  1.433379e-12  -27.270986
  4837  1.391407e-06  -13.485195
  4838  1.580171e-02   -4.147637
  4839  2.064275e-08  -17.695902
  4840  1.265386e-13  -29.698229
  4841  8.802056e-03   -4.732770
  4842  2.305731e-09  -19.887868
  4843  2.644455e-04   -8.237875
  4844  9.236469e-04   -6.987181
  4845  3.227239e-04   -8.038713
  4846  9.785323e-04   -6.929457
  4847  2.042434e-01   -1.588443
  4848  1.626516e-06  -13.329070
  4849  4.232632e-04   -7.767516
