line         score     log(score)
 avg  4.922996e-11     -23.734519
 tot  0.000000e+00 -688301.042368

  line         score  log(score)
 14943  9.232454e-12  -25.408296
 14944  2.417521e-17  -38.261204
 14945  6.596469e-04   -7.323806
 14946  5.374184e-13  -28.251999
 14947  2.890251e-10  -21.964508
 14948  2.159096e-07  -15.348406
 14949  1.692746e-10  -22.499499
 14950  1.520908e-07  -15.698788
 14951  5.883697e-06  -12.043325
 14952  4.349667e-22  -49.186773
 14953  5.823606e-17  -37.382027
 14954  1.659713e-23  -52.452812
 14955  1.443467e-05  -11.145878
 14956  6.231425e-17  -37.314341
 14957  2.340375e-12  -26.780710
 14958  1.283518e-23  -52.709853
 14959  3.854195e-16  -35.492199
 14960  1.888656e-08  -17.784815
 14961  1.719191e-08  -17.878827
 14962  4.198424e-10  -21.591142
 14963  4.418774e-04   -7.724478
 14964  1.039901e-14  -32.197066
 14965  1.951307e-05  -10.844426
 14966  4.317705e-09  -19.260542
 14967  1.281413e-09  -20.475303
 14968  3.211967e-05  -10.346042
 14969  8.289553e-03   -4.792759
 14970  7.146273e-33  -74.018717
 14971  1.237181e-04   -8.997505
 14972  1.859747e-11  -24.707995
 14973  5.240783e-09  -19.066795
 14974  7.940532e-05   -9.440945
 14975  3.898637e-23  -51.598830
 14976  7.581884e-14  -30.210430
 14977  1.456819e-02   -4.228915
 14978  6.120550e-06  -12.003859
 14979  4.845687e-09  -19.145177
 14980  1.840088e-05  -10.903112
 14981  9.980257e-03   -4.607146
 14982  5.159601e-14  -30.595332
 14983  1.062617e-08  -18.359946
 14984  3.902886e-05  -10.151209
 14985  6.773959e-23  -51.046371
 14986  9.207923e-15  -32.318712
 14987  2.062200e-12  -26.907248
 14988  1.474186e-13  -29.545500
 14989  4.275052e-04   -7.757544
 14990  3.068692e-02   -3.483919
 14991  6.694853e-12  -25.729682
 14992  1.823547e-07  -15.517312
 14993  3.515555e-08  -17.163483
 14994  2.664606e-14  -31.256135
 14995  6.423346e-04   -7.350401
 14996  1.712431e-12  -27.093107
 14997  7.483791e-08  -16.407941
 14998  4.199378e-04   -7.775404
 14999  2.484641e-19  -42.838989
 15000  1.163286e-02   -4.453921
 15001  3.309233e-15  -33.342060
 15002  5.033840e-11  -23.712253
 15003  5.480001e-02   -2.904065
 15004  5.282514e-07  -14.453694
 15005  1.019584e-09  -20.703872
 15006  1.061231e-17  -39.084517
 15007  3.924679e-12  -26.263737
 15008  2.204172e-06  -13.025159
 15009  1.649332e-09  -20.222895
 15010  4.723925e-11  -23.775796
 15011  2.643815e-19  -42.776894
 15012  1.600638e-18  -40.976130
 15013  4.487617e-09  -19.221944
 15014  2.060221e-07  -15.395282
 15015  2.072083e-03   -6.179201
 15016  7.270222e-20  -44.067915
 15017  7.943528e-04   -7.137983
 15018  1.575474e-20  -45.597146
 15019  8.352054e-18  -39.324024
 15020  6.955225e-05   -9.573432
 15021  5.279340e-12  -25.967220
 15022  1.153866e-05  -11.369807
 15023  7.156076e-31  -69.412176
 15024  5.456405e-11  -23.631646
 15025  2.811727e-15  -33.504977
 15026  3.901360e-11  -23.967111
 15027  3.121678e-08  -17.282310
 15028  9.178185e-12  -25.414192
 15029  4.078619e-09  -19.317507
 15030  2.514345e-20  -45.129690
 15031  2.245990e-20  -45.242556
 15032  1.607930e-13  -29.458659
 15033  2.998872e-04   -8.112104
 15034  5.357178e-26  -58.188775
 15035  1.214675e-08  -18.226204
 15036  1.642197e-31  -70.884103
 15037  1.593217e-06  -13.349756
 15038  7.062967e-16  -34.886496
 15039  2.478340e-14  -31.328602
 15040  5.819050e-15  -32.777639
 15041  2.948700e-21  -47.272923
 15042  1.206218e-10  -22.838361
 15043  1.842140e-13  -29.322678
 15044  1.735912e-08  -17.869148
 15045  2.396575e-07  -15.244055
 15046  1.916658e-26  -59.216629
 15047  2.250314e-25  -56.753557
 15048  2.316525e-12  -26.790953
 15049  2.062362e-09  -19.999414
 15050  2.209993e-16  -36.048372
 15051  9.313813e-07  -13.886597
 15052  2.766315e-12  -26.613505
 15053  2.222179e-04   -8.411852
 15054  1.197305e-06  -13.635437
 15055  2.787319e-04   -8.185260
 15056  4.244965e-06  -12.369777
 15057  2.713913e-20  -45.053310
 15058  5.918195e-07  -14.340064
 15059  2.496805e-02   -3.690158
 15060  1.716301e-11  -24.788265
 15061  1.540086e-11  -24.896598
 15062  3.284925e-13  -28.744263
 15063  2.200433e-04   -8.421686
 15064  1.152241e-24  -55.120334
 15065  1.151560e-04   -9.069223
 15066  8.595187e-12  -25.479819
 15067  1.289614e-16  -36.587018
 15068  4.428062e-13  -28.445644
 15069  7.971804e-05   -9.437015
 15070  2.881493e-22  -49.598564
 15071  2.789511e-06  -12.789644
 15072  6.576526e-07  -14.234589
 15073  3.331085e-06  -12.612213
 15074  1.347031e-14  -31.938288
 15075  1.127354e-10  -22.905977
 15076  8.155612e-11  -23.229730
 15077  2.131481e-12  -26.874204
 15078  1.965382e-07  -15.442409
 15079  5.792328e-16  -35.084827
 15080  1.137428e-58 -133.421166
 15081  7.093634e-10  -21.066653
 15082  4.178426e-02   -3.175236
 15083  2.252642e-09  -19.911162
 15084  1.528944e-05  -11.088348
 15085  1.127107e-07  -15.998442
 15086  3.637083e-07  -14.826914
 15087  1.778151e-13  -29.358032
 15088  1.285042e-04   -8.959549
 15089  1.473159e-23  -52.572048
 15090  4.982714e-11  -23.722461
 15091  1.537207e-06  -13.385543
 15092  2.067223e-07  -15.391890
 15093  8.120193e-17  -37.049593
 15094  8.169889e-09  -18.622811
 15095  1.143799e-11  -25.194081
 15096  5.795276e-15  -32.781733
 15097  5.889870e-19  -41.975883
 15098  7.467196e-14  -30.225672
 15099  2.253475e-16  -36.028888
 15100  5.081333e-13  -28.308033
 15101  2.784750e-02   -3.581012
 15102  5.145197e-07  -14.480032
 15103  9.090367e-16  -34.634146
 15104  1.286441e-10  -22.773971
 15105  8.787063e-06  -11.642230
 15106  4.219888e-08  -16.980872
 15107  1.312168e-04   -8.938660
 15108  6.014802e-29  -64.980744
 15109  1.295573e-09  -20.464312
 15110  1.502139e-11  -24.921546
 15111  1.603394e-11  -24.856313
 15112  7.090557e-11  -23.369672
 15113  1.640380e-13  -29.438678
 15114  4.252346e-05  -10.065455
 15115  8.430175e-11  -23.196618
 15116  1.455164e-10  -22.650732
 15117  1.250118e-18  -41.223293
 15118  3.712648e-32  -72.370978
 15119  4.161258e-20  -44.625884
 15120  1.483408e-10  -22.631509
 15121  2.575101e-07  -15.172207
 15122  1.440302e-10  -22.660998
 15123  9.284994e-10  -20.797451
 15124  2.714034e-39  -88.802382
 15125  1.329303e-27  -61.885143
 15126  1.976600e-31  -70.698760
 15127  5.830459e-24  -53.498946
 15128  1.530748e-11  -24.902679
 15129  3.932801e-08  -17.051329
 15130  1.100895e-18  -41.350408
 15131  1.804165e-18  -40.856434
 15132  1.239821e-21  -48.139320
 15133  2.736356e-22  -49.650245
 15134  1.152025e-37  -85.054128
 15135  2.516230e-09  -19.800504
 15136  1.111482e-17  -39.038253
 15137  6.472033e-09  -18.855776
 15138  8.206737e-18  -39.341576
 15139  4.081981e-17  -37.737364
 15140  3.745285e-20  -44.731204
 15141  1.538846e-16  -36.410329
 15142  9.428503e-18  -39.202794
 15143  9.920634e-06  -11.520894
 15144  3.930008e-06  -12.446869
 15145  6.221489e-11  -23.500427
 15146  1.166481e-07  -15.964104
 15147  2.794231e-12  -26.603464
 15148  4.915900e-17  -37.551472
 15149  1.786311e-04   -8.630188
 15150  3.877325e-10  -21.670705
 15151  9.109931e-10  -20.816486
 15152  2.267108e-04   -8.391835
 15153  1.113134e-14  -32.129012
 15154  7.375873e-14  -30.237977
 15155  8.890495e-05   -9.327943
 15156  1.092416e-05  -11.424534
 15157  3.126638e-07  -14.978137
 15158  5.609384e-10  -21.301410
 15159  5.337882e-03   -5.232926
 15160  1.395198e-11  -24.995400
 15161  6.255092e-09  -18.889870
 15162  2.549597e-33  -75.049373
 15163  1.980754e-04   -8.526863
 15164  1.020075e-12  -27.611145
 15165  1.609013e-08  -17.945060
 15166  4.137234e-14  -30.816164
 15167  1.382462e-06  -13.491644
 15168  3.212545e-19  -42.582053
 15169  2.182486e-02   -3.824706
 15170  2.998347e-12  -26.532960
 15171  1.519940e-09  -20.304595
 15172  1.018398e-12  -27.612790
 15173  1.117837e-08  -18.309286
 15174  3.224919e-12  -26.460113
 15175  2.935935e-04   -8.133314
 15176  1.703331e-06  -13.282925
 15177  1.938110e-05  -10.851212
 15178  3.834404e-12  -26.287007
 15179  5.173229e-18  -39.803035
 15180  2.319891e-09  -19.881746
 15181  1.586818e-05  -11.051195
 15182  5.997220e-13  -28.142310
 15183  1.854988e-19  -43.131239
 15184  1.415310e-07  -15.770747
 15185  1.034679e-03   -6.873664
 15186  3.882761e-13  -28.577060
 15187  4.062993e-05  -10.111005
 15188  7.064745e-12  -25.675904
 15189  3.078798e-02   -3.480631
 15190  9.134174e-05   -9.300903
 15191  9.555229e-15  -32.281688
 15192  1.929414e-08  -17.763465
 15193  5.449349e-08  -16.725185
 15194  4.967643e-05   -9.909980
 15195  8.522991e-03   -4.764988
 15196  7.334956e-14  -30.243540
 15197  3.568924e-06  -12.543247
 15198  1.792065e-22  -50.073503
 15199  1.255294e-09  -20.495896
 15200  2.262753e-10  -22.209269
 15201  2.397441e-13  -29.059204
 15202  4.838393e-21  -46.777704
 15203  6.443753e-05   -9.649814
 15204  4.428865e-15  -33.050633
 15205  1.419903e-05  -11.162337
 15206  9.832237e-29  -64.489301
 15207  6.656678e-06  -11.919890
 15208  3.275830e-24  -54.075471
 15209  1.330683e-11  -25.042744
 15210  4.863646e-22  -49.075084
 15211  2.150634e-07  -15.352333
 15212  3.444315e-13  -28.696881
 15213  1.160137e-23  -52.810919
 15214  2.045424e-10  -22.310246
 15215  4.582844e-15  -33.016457
 15216  7.712120e-24  -53.219249
 15217  4.833927e-12  -26.055362
 15218  6.048034e-04   -7.410607
 15219  2.039991e-03   -6.194810
 15220  2.325512e-07  -15.274155
 15221  7.901889e-10  -20.958749
 15222  6.129945e-15  -32.725591
 15223  2.644349e-08  -17.448256
 15224  1.461441e-13  -29.554183
 15225  3.813615e-23  -51.620879
 15226  1.369843e-07  -15.803399
 15227  4.770822e-03   -5.345237
 15228  4.778296e-38  -85.934150
 15229  2.102372e-07  -15.375029
 15230  4.331090e-14  -30.770372
 15231  6.137434e-08  -16.606274
 15232  5.965582e-21  -46.568280
 15233  1.723747e-06  -13.271010
 15234  1.537692e-16  -36.411079
 15235  1.485497e-13  -29.537857
 15236  7.601114e-24  -53.233747
 15237  1.018015e-08  -18.402826
 15238  1.133798e-18  -41.320959
 15239  1.260302e-10  -22.794499
 15240  3.876520e-38  -86.143296
 15241  5.284717e-08  -16.755862
 15242  1.767850e-05  -10.943161
 15243  5.004092e-04   -7.600084
 15244  2.494192e-18  -40.532567
 15245  1.672960e-15  -34.024182
 15246  1.138305e-14  -32.106651
 15247  2.620609e-10  -22.062444
 15248  3.954574e-09  -19.348393
 15249  1.183774e-06  -13.646803
 15250  8.717209e-17  -36.978647
 15251  1.313230e-07  -15.845606
 15252  3.422474e-11  -24.098072
 15253  1.828125e-21  -47.750996
 15254  1.352045e-08  -18.119062
 15255  2.535295e-14  -31.305881
 15256  5.234752e-10  -21.370532
 15257  3.000587e-17  -38.045139
 15258  3.970157e-08  -17.041875
 15259  4.268134e-18  -39.995355
 15260  5.971099e-32  -71.895792
 15261  1.919013e-11  -24.676625
 15262  6.636917e-10  -21.133203
 15263  5.152424e-05   -9.873458
 15264  2.452105e-08  -17.523734
 15265  3.224232e-01   -1.131890
 15266  1.781466e-12  -27.053585
 15267  2.390989e-11  -24.456729
 15268  4.635999e-14  -30.702340
 15269  4.250327e-08  -16.973685
 15270  1.064558e-37  -85.133089
 15271  4.196280e-07  -14.683897
 15272  4.471660e-18  -39.948772
 15273  2.574321e-17  -38.198361
 15274  1.739087e-12  -27.077661
 15275  2.910788e-09  -19.654842
 15276  1.371295e-18  -41.130776
 15277  1.083956e-09  -20.642649
 15278  1.937400e-33  -75.323961
 15279  1.103335e-08  -18.322343
 15280  1.336387e-27  -61.879828
 15281  2.599377e-35  -79.635206
 15282  1.052832e-06  -13.764027
 15283  8.798401e-05   -9.338355
 15284  1.229493e-18  -41.239930
 15285  1.864018e-09  -20.100531
 15286  2.944983e-17  -38.063844
 15287  1.033438e-10  -22.992960
 15288  1.087422e-21  -48.270477
 15289  8.269625e-24  -53.149453
 15290  1.354094e-05  -11.209793
 15291  4.720397e-07  -14.566203
 15292  1.843304e-18  -40.834972
 15293  1.714836e-05  -10.973608
 15294  4.317276e-13  -28.470982
 15295  3.121791e-07  -14.979689
 15296  2.830336e-20  -45.011306
 15297  1.505815e-03   -6.498421
 15298  3.081519e-16  -35.715939
 15299  3.178771e-05  -10.356431
 15300  1.202970e-11  -25.143642
 15301  2.895818e-06  -12.752243
 15302  1.086751e-15  -34.455584
 15303  1.502848e-05  -11.105564
 15304  6.235096e-14  -30.405997
 15305  5.117029e-22  -49.024298
 15306  1.401464e-29  -66.437450
 15307  3.960981e-07  -14.741604
 15308  1.757056e-19  -43.185477
 15309  4.921901e-12  -26.037326
 15310  4.425604e-20  -44.564295
 15311  7.548282e-10  -21.004531
 15312  6.513998e-24  -53.388089
 15313  7.549408e-05   -9.491456
 15314  4.039771e-22  -49.260684
 15315  1.441928e-04   -8.844359
 15316  4.764425e-29  -65.213791
 15317  1.636251e-04   -8.717933
 15318  1.319232e-30  -68.800503
 15319  6.994244e-10  -21.080763
 15320  1.437008e-13  -29.571043
 15321  3.046014e-21  -47.240453
 15322  3.176748e-13  -28.777748
 15323  4.425412e-06  -12.328147
 15324  7.578482e-17  -37.118634
 15325  2.388046e-12  -26.760546
 15326  3.779561e-06  -12.485903
 15327  1.071978e-07  -16.048590
 15328  1.503762e-16  -36.433392
 15329  3.961373e-07  -14.741505
 15330  4.260991e-08  -16.971179
 15331  4.517740e-14  -30.728179
 15332  1.027050e-10  -22.999160
 15333  1.406422e-07  -15.777047
 15334  5.580398e-14  -30.516931
 15335  1.513026e-15  -34.124665
 15336  4.031799e-15  -33.144564
 15337  8.327965e-07  -13.998476
 15338  5.070964e-29  -65.151437
 15339  4.724849e-10  -21.473015
 15340  9.878577e-04   -6.919972
 15341  1.107027e-02   -4.503492
 15342  4.270253e-32  -72.231050
 15343  2.707019e-12  -26.635173
 15344  2.001252e-10  -22.332078
 15345  5.440819e-08  -16.726751
 15346  7.278464e-05   -9.528006
 15347  4.133485e-12  -26.211900
 15348  5.634605e-09  -18.994339
 15349  1.123337e-27  -62.053493
 15350  7.323012e-07  -14.127074
 15351  7.567763e-09  -18.699368
 15352  4.493044e-17  -37.641416
 15353  2.045675e-16  -36.125634
 15354  2.515282e-37  -84.273263
 15355  1.607918e-08  -17.945740
 15356  2.381410e-20  -45.184009
 15357  2.242158e-05  -10.705487
 15358  6.296196e-14  -30.396246
 15359  2.898485e-20  -44.987514
 15360  2.397087e-08  -17.546426
 15361  3.615642e-02   -3.319901
 15362  1.189336e-13  -29.760211
 15363  5.537995e-26  -58.155580
 15364  1.013561e-19  -43.735647
 15365  3.932814e-18  -40.077176
 15366  3.331820e-12  -26.427502
 15367  1.531500e-10  -22.599603
 15368  2.172919e-06  -13.039439
 15369  2.998481e-21  -47.256181
 15370  6.344759e-27  -60.322168
 15371  9.155836e-04   -6.995949
 15372  8.169701e-17  -37.043514
 15373  4.820532e-11  -23.755552
 15374  2.632897e-08  -17.452596
 15375  6.238238e-05   -9.682228
 15376  1.000443e-21  -48.353844
 15377  5.440707e-03   -5.213846
 15378  1.971572e-15  -33.859945
 15379  5.550364e-14  -30.522328
 15380  7.049416e-10  -21.072906
 15381  2.893450e-18  -40.384082
 15382  4.868386e-34  -76.705131
 15383  4.423992e-11  -23.841393
 15384  3.132959e-09  -19.581288
 15385  9.758455e-08  -16.142547
 15386  2.158160e-07  -15.348840
 15387  8.740054e-06  -11.647594
 15388  9.399635e-28  -62.231712
 15389  1.003435e-11  -25.325007
 15390  5.116305e-09  -19.090833
 15391  5.127582e-15  -32.904142
 15392  6.488371e-24  -53.392031
 15393  4.207261e-11  -23.891624
 15394  7.512785e-36  -80.876457
 15395  1.489390e-07  -15.719729
 15396  1.086540e-17  -39.060948
 15397  1.666149e-04   -8.699826
 15398  5.785497e-24  -53.506688
 15399  4.789283e-17  -37.577566
 15400  1.579844e-10  -22.568525
 15401  1.759496e-09  -20.158238
 15402  1.467498e-12  -27.247462
 15403  1.317629e-04   -8.934506
 15404  7.785960e-18  -39.394210
 15405  7.049057e-15  -32.585883
 15406  4.620770e-16  -35.310800
 15407  3.350465e-16  -35.632262
 15408  5.491797e-10  -21.322595
 15409  9.147112e-05   -9.299487
 15410  4.824692e-07  -14.544349
 15411  2.735658e-02   -3.598798
 15412  5.840645e-22  -48.892031
 15413  4.494873e-17  -37.641009
 15414  2.233896e-09  -19.919519
 15415  1.825191e-11  -24.726752
 15416  4.066008e-06  -12.412849
 15417  1.826789e-06  -13.212951
 15418  3.693943e-33  -74.678614
 15419  3.147489e-07  -14.971491
 15420  1.888548e-04   -8.574532
 15421  4.122136e-04   -7.793969
 15422  3.836066e-19  -42.404669
 15423  6.451990e-07  -14.253707
 15424  2.074102e-14  -31.506663
 15425  1.215127e-11  -25.133587
 15426  3.115853e-14  -31.099688
 15427  1.501417e-20  -45.645292
 15428  1.556023e-09  -20.281133
 15429  1.253933e-03   -6.681471
 15430  1.269332e-12  -27.392531
 15431  6.136149e-11  -23.514239
 15432  8.684530e-22  -48.495329
 15433  9.163162e-03   -4.692564
 15434  1.259919e-22  -50.425825
 15435  2.066121e-05  -10.787253
 15436  1.111149e-20  -45.946307
 15437  6.122821e-24  -53.450019
 15438  2.509754e-35  -79.670293
 15439  3.727609e-10  -21.710084
 15440  6.108787e-11  -23.518708
 15441  8.829888e-13  -27.755464
 15442  2.266736e-12  -26.812680
 15443  4.391714e-06  -12.335791
 15444  2.864837e-15  -33.486265
 15445  6.469373e-12  -25.763942
 15446  1.425911e-17  -38.789136
 15447  2.242429e-09  -19.915706
 15448  6.357908e-09  -18.873566
 15449  8.816500e-13  -27.756981
 15450  4.219622e-13  -28.493861
 15451  2.065583e-14  -31.510779
 15452  2.211150e-23  -52.165944
 15453  4.044368e-16  -35.444036
 15454  1.782197e-10  -22.448004
 15455  1.833110e-12  -27.025007
 15456  1.919834e-10  -22.373612
 15457  5.631591e-09  -18.994874
 15458  1.443095e-04   -8.843550
 15459  2.786226e-13  -28.908918
 15460  5.630170e-06  -12.087371
 15461  5.061563e-25  -55.942952
 15462  6.044176e-25  -55.765532
 15463  1.529622e-06  -13.390490
 15464  4.309922e-29  -65.314048
 15465  4.089976e-12  -26.222482
 15466  1.252277e-09  -20.498302
 15467  9.407819e-07  -13.876555
 15468  4.018008e-24  -53.871256
 15469  5.171834e-12  -25.987794
 15470  6.240181e-17  -37.312937
 15471  2.271787e-11  -24.507869
 15472  1.863744e-24  -54.639455
 15473  4.258011e-19  -42.300315
 15474  6.467869e-15  -32.671930
 15475  4.037404e-16  -35.445760
 15476  7.229702e-20  -44.073504
 15477  2.167941e-13  -29.159828
 15478  9.665730e-14  -29.967605
 15479  2.615631e-05  -10.551420
 15480  1.437070e-11  -24.965830
 15481  9.333065e-22  -48.423309
 15482  1.395873e-09  -20.389746
 15483  3.798857e-09  -19.388566
 15484  4.937363e-15  -32.941945
 15485  2.085568e-06  -13.080469
 15486  2.655348e-11  -24.351860
 15487  3.995289e-17  -37.758831
 15488  8.260099e-04   -7.098904
 15489  4.758364e-12  -26.071117
 15490  9.259083e-16  -34.615756
 15491  5.219835e-08  -16.768215
 15492  3.405205e-24  -54.036737
 15493  7.554139e-06  -11.793415
 15494  8.891539e-11  -23.143336
 15495  2.480917e-11  -24.419808
 15496  8.495318e-18  -39.307017
 15497  2.060903e-17  -38.420802
 15498  4.559365e-23  -51.442274
 15499  4.059673e-10  -21.624748
 15500  1.263524e-24  -55.028137
 15501  5.917015e-11  -23.550604
 15502  7.766335e-09  -18.673467
 15503  4.162971e-02   -3.178941
 15504  6.595955e-16  -34.954905
 15505  5.490286e-09  -19.020285
 15506  5.627206e-20  -44.324089
 15507  3.577215e-13  -28.659022
 15508  4.549644e-26  -58.352163
 15509  9.222314e-11  -23.106810
 15510  2.067492e-11  -24.602100
 15511  1.078785e-19  -43.673282
 15512  3.091124e-23  -51.830922
 15513  2.498795e-10  -22.110042
 15514  7.510042e-16  -34.825120
 15515  3.524370e-08  -17.160979
 15516  1.031445e-05  -11.481965
 15517  1.927151e-05  -10.856883
 15518  1.381229e-03   -6.584782
 15519  3.241236e-08  -17.244726
 15520  1.475747e-06  -13.426346
 15521  1.347880e-06  -13.516978
 15522  7.500770e-07  -14.103090
 15523  1.281995e-12  -27.382603
 15524  8.740266e-13  -27.765666
 15525  4.876440e-11  -23.744021
 15526  1.555093e-49 -112.385134
 15527  5.240250e-16  -35.184992
 15528  2.905562e-09  -19.656639
 15529  1.142466e-05  -11.379737
 15530  8.784259e-08  -16.247719
 15531  1.010167e-01   -2.292470
 15532  2.247861e-33  -75.175329
 15533  1.015634e-12  -27.615508
 15534  2.628338e-09  -19.756914
 15535  4.345399e-25  -56.095510
 15536  1.561746e-09  -20.277462
 15537  2.610713e-02   -3.645547
 15538  2.118915e-16  -36.090457
 15539  4.919740e-07  -14.524840
 15540  1.021048e-04   -9.189511
 15541  5.097404e-04   -7.581609
 15542  6.185150e-04   -7.388189
 15543  1.168235e-03   -6.752261
 15544  2.201419e-12  -26.841919
 15545  2.603846e-03   -5.950766
 15546  1.719809e-40  -91.561190
 15547  2.141375e-08  -17.659232
 15548  5.504441e-15  -32.833221
 15549  4.130279e-13  -28.515261
 15550  1.486329e-29  -66.378659
 15551  5.265118e-10  -21.364747
 15552  6.543082e-10  -21.147443
 15553  2.914821e-05  -10.443117
 15554  1.491704e-14  -31.836272
 15555  2.765571e-07  -15.100848
 15556  7.784955e-19  -41.696924
 15557  2.281448e-25  -56.739817
 15558  5.819918e-11  -23.567150
 15559  5.425526e-11  -23.637321
 15560  1.552041e-14  -31.796621
 15561  9.360208e-10  -20.789383
 15562  2.156880e-09  -19.954603
 15563  1.084384e-11  -25.247424
 15564  2.294009e-17  -38.313646
 15565  3.106692e-12  -26.497463
 15566  1.423468e-08  -18.067585
 15567  9.861399e-06  -11.526883
 15568  6.925642e-15  -32.603546
 15569  1.982105e-03   -6.223596
 15570  1.309612e-13  -29.663875
 15571  5.470027e-08  -16.721397
 15572  3.267133e-12  -26.447108
 15573  1.886854e-12  -26.996110
 15574  4.370736e-22  -49.181941
 15575  3.489606e-07  -14.868307
 15576  8.944991e-15  -32.347683
 15577  2.315939e-08  -17.580865
 15578  2.906088e-17  -38.077139
 15579  4.095233e-05  -10.103102
 15580  3.486582e-10  -21.776929
 15581  3.032711e-08  -17.311224
 15582  6.113665e-15  -32.728250
 15583  4.355010e-16  -35.370035
 15584  3.120726e-21  -47.216221
 15585  3.372588e-11  -24.112756
 15586  1.620654e-14  -31.753362
 15587  1.054631e-09  -20.670075
 15588  1.722505e-41  -93.862209
 15589  4.947004e-04   -7.611558
 15590  4.110637e-34  -76.874315
 15591  1.604673e-10  -22.552931
 15592  9.610310e-23  -50.696621
 15593  5.434545e-06  -12.122735
 15594  7.336794e-11  -23.335534
 15595  8.187078e-29  -64.672411
 15596  7.978335e-11  -23.251706
 15597  3.281820e-06  -12.627112
 15598  1.943442e-11  -24.663976
 15599  3.350176e-05  -10.303913
 15600  6.376873e-07  -14.265418
 15601  5.984211e-11  -23.539312
 15602  9.131134e-08  -16.208991
 15603  6.396445e-17  -37.288204
 15604  4.326225e-23  -51.494762
 15605  4.330158e-19  -42.283513
 15606  2.477896e-08  -17.513271
 15607  1.001725e-15  -34.537053
 15608  3.234921e-13  -28.759602
 15609  1.537342e-12  -27.200966
 15610  3.420254e-11  -24.098721
 15611  4.267166e-12  -26.180071
 15612  1.008231e-09  -20.715069
 15613  4.539717e-27  -60.656933
 15614  2.704555e-08  -17.425743
 15615  1.153069e-13  -29.791179
 15616  5.432395e-14  -30.543811
 15617  8.760689e-10  -20.855576
 15618  2.599311e-19  -42.793870
 15619  1.266007e-06  -13.579643
 15620  4.997581e-12  -26.022067
 15621  8.239242e-04   -7.101432
 15622  9.776873e-17  -36.863927
 15623  6.261050e-03   -5.073407
 15624  3.776446e-13  -28.604823
 15625  6.635720e-05   -9.620458
 15626  4.599029e-13  -28.407761
 15627  3.407012e-07  -14.892260
 15628  4.017925e-11  -23.937670
 15629  4.564905e-15  -33.020379
 15630  3.103877e-07  -14.985444
 15631  1.281510e-14  -31.988152
 15632  1.595820e-21  -47.886899
 15633  1.767858e-13  -29.363838
 15634  6.550699e-06  -11.935939
 15635  1.321579e-05  -11.234098
 15636  1.655064e-10  -22.522012
 15637  3.034789e-19  -42.638975
 15638  3.221211e-11  -24.158679
 15639  1.288457e-05  -11.259480
 15640  1.866294e-27  -61.545843
 15641  4.037287e-08  -17.025108
 15642  6.609337e-29  -64.886484
 15643  3.676403e-07  -14.816161
 15644  4.538116e-08  -16.908169
 15645  1.125898e-14  -32.117610
 15646  1.464663e-13  -29.551981
 15647  8.311771e-42  -94.590901
 15648  7.118160e-10  -21.063202
 15649  4.398765e-10  -21.544527
 15650  2.179799e-04   -8.431108
 15651  1.378864e-16  -36.520102
 15652  4.849210e-17  -37.565131
 15653  4.641855e-24  -53.726928
 15654  2.403170e-18  -40.569743
 15655  1.381199e-01   -1.979633
 15656  3.030899e-05  -10.404066
 15657  1.339425e-04   -8.918100
 15658  1.015330e-04   -9.195127
 15659  6.462322e-18  -39.580543
 15660  3.115190e-08  -17.284390
 15661  5.788687e-05   -9.757020
 15662  1.628929e-17  -38.656024
 15663  7.810470e-06  -11.760045
 15664  3.886141e-20  -44.694285
 15665  8.211971e-30  -66.971960
 15666  4.631154e-21  -46.821481
 15667  1.682694e-12  -27.110625
 15668  3.548423e-14  -30.969688
 15669  3.987048e-10  -21.642800
 15670  9.877615e-31  -69.089867
 15671  2.052010e-12  -26.912201
 15672  1.199975e-37  -85.013348
 15673  2.111037e-14  -31.489012
 15674  4.152339e-17  -37.720275
 15675  2.969533e-06  -12.727106
 15676  2.187201e-47 -107.438877
 15677  5.807741e-11  -23.569244
 15678  1.081496e-18  -41.368186
 15679  7.698820e-15  -32.497709
 15680  1.933746e-12  -26.971562
 15681  9.786782e-11  -23.047403
 15682  2.061055e-05  -10.789708
 15683  4.020806e-12  -26.239539
 15684  6.670320e-06  -11.917843
 15685  3.351031e-06  -12.606243
 15686  6.762441e-19  -41.837733
 15687  1.188216e-15  -34.366323
 15688  1.066374e-08  -18.356417
 15689  2.043460e-08  -17.706036
 15690  1.001947e-18  -41.444587
 15691  8.805249e-21  -46.178939
 15692  1.756470e-11  -24.765130
 15693  2.158552e-09  -19.953828
 15694  1.302643e-18  -41.182136
 15695  1.579926e-02   -4.147792
 15696  5.059508e-09  -19.101997
 15697  7.308638e-08  -16.431624
 15698  2.338490e-29  -65.925462
 15699  2.229776e-09  -19.921365
 15700  9.961897e-08  -16.121913
 15701  4.358539e-11  -23.856299
 15702  5.807146e-08  -16.661592
 15703  3.807352e-11  -23.991502
 15704  2.200047e-06  -13.027032
 15705  2.233956e-04   -8.406566
 15706  2.789214e-30  -68.051793
 15707  3.992780e-09  -19.338778
 15708  6.567921e-21  -46.472090
 15709  2.804458e-13  -28.902396
 15710  3.577974e-16  -35.566565
 15711  1.231960e-14  -32.027585
 15712  1.044490e-17  -39.100418
 15713  2.098174e-04   -8.469273
 15714  1.023519e-23  -52.936210
 15715  1.296803e-12  -27.371119
 15716  1.228604e-16  -36.635483
